oshpd_id,name,address,city,zipcode,county_code,county_name,status,status_date,license_type,license_category,link,full_address,npi,cahsah,latitude,longitude
406344196,"ABSOLUTE BEST CARE HOME HEALTH, INC.",1600 SACRAMENTO INN WAY,SACRAMENTO,95815,34,SACRAMENTO,Open,2/28/14,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406344196,"1600 SACRAMENTO INN WAY, SACRAMENTO, 95815",,,38.6077363,-121.4287325
406374486,ABSOLUTE CARE HEALTH SYSTEMS INC.,7940 SILVERTON AVE,SAN DIEGO,92126,37,SAN DIEGO,Open,4/29/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406374486,"7940 SILVERTON AVE, SAN DIEGO, 92126",,,32.8914721,-117.150538
406344194,"ABSOLUTE COMPASSION , LLC",6355 RIVERSIDE BLVD,SACRAMENTO,95831,34,SACRAMENTO,Open,10/1/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406344194,"6355 RIVERSIDE BLVD, SACRAMENTO, 95831",,,38.5109043,-121.5402833
406196763,"ABSOLUTE HOME HEALTH AGENCY, INC.",5021 A SAN VICENTE BLVD.,LOS ANGELES,90019,19,LOS ANGELES,Open,5/30/06,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196763,"5021 A SAN VICENTE BLVD., LOS ANGELES, 90019",,,34.0507226,-118.3451765
406374462,"ABSOLUTE HOME HEALTH, INC.",4740 MURPHY CANYON RD,SAN DIEGO,92123,37,SAN DIEGO,Open,12/14/11,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406374462,"4740 MURPHY CANYON RD, SAN DIEGO, 92123",,,32.827169,-117.119998
406197875,"ABSOLUTE HOSPICE & PALLIATIVE CARE, INC.",12440 FIRESTONE BLVD.,NORWALK,90650,19,LOS ANGELES,Open,12/27/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197875,"12440 FIRESTONE BLVD., NORWALK, 90650",,,33.9050471,-118.0686971
406564218,ACA HOME HEALTH CARE INC,223 E THOUSAND OAKS BLVD,THOUSAND OAKS,91360,56,VENTURA,Open,11/12/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406564218,"223 E THOUSAND OAKS BLVD, THOUSAND OAKS, 91360",,,34.1794905,-118.8726791
406197321,ACACIA HOME HEALTH SERVICES,1616 VICTORY BLVD,GLENDALE,91201,19,LOS ANGELES,Open,9/17/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197321,"1616 VICTORY BLVD, GLENDALE, 91201",,,34.1600644,-118.2991209
406564217,ACCENT HOME HEALTH INC,3639 HARBOR BLVD,VENTURA,93001,56,VENTURA,Open,11/15/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406564217,"3639 HARBOR BLVD, VENTURA, 93001",,,34.242982,-119.257367
406374362,ACCENTCARE  HOME HEALTH OF CA - SAN MARCOS - BRANCH,365 RANCHO SANTA FE ROAD,SAN MARCOS,92078,37,SAN DIEGO,Open,12/7/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406374362,"365 RANCHO SANTA FE ROAD, SAN MARCOS, 92078",,,33.1414649,-117.2022208
406194459,"ACCENTCARE HOME HEALTH  OF CAL, INC  -  BURBANK - PARENT",2550 N HOLLYWOOD WAY,BURBANK,91505,19,LOS ANGELES,Open,12/22/08,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406194459,"2550 N HOLLYWOOD WAY, BURBANK, 91505",,,34.1949971,-118.3480156
406492301,ACCENTCARE HOME HEALTH - PETALUMA BRANCH,11 5TH ST,PETALUMA,94952,49,SONOMA,Open,8/7/85,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406492301,"11 5TH ST, PETALUMA, 94952",,,38.232245,-122.640489
406371665,ACCENTCARE HOME HEALTH OF CA  - SAN DIEGO -  PARENT,5050 MURPHY CANYON RD,SAN DIEGO,92123,37,SAN DIEGO,Open,5/14/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406371665,"5050 MURPHY CANYON RD, SAN DIEGO, 92123",,,32.8303563,-117.1205688
406454054,"ACCENTCARE HOME HEALTH OF CA, INC. - REDDING - BRANCH",2590 GOODWATER AVE.,REDDING,96002,45,SHASTA,Open,6/20/06,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406454054,"2590 GOODWATER AVE., REDDING, 96002",,,40.5712029,-122.322602
406074110,"ACCENTCARE HOME HEALTH OF CAL, INC.  - PLEASANT HILL",2300 CONTRA COSTA BLVD,PLEASANT HILL,94523,7,CONTRA COSTA,Open,2/21/05,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406074110,"2300 CONTRA COSTA BLVD, PLEASANT HILL, 94523",,,37.9448025,-122.0598368
406013682,"ACCENTCARE HOME HEALTH OF CAL, INC.- PARENT",3170 CROW CANYON PL,SAN RAMON,94583,7,CONTRA COSTA,Open,3/3/83,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406013682,"3170 CROW CANYON PL, SAN RAMON, 94583",,,37.774557,-121.972716
406374369,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",5050 MURPHY CANYON RD,SAN DIEGO,92123,37,SAN DIEGO,Open,3/21/06,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406374369,"5050 MURPHY CANYON RD, SAN DIEGO, 92123",,,32.8303563,-117.1205688
406196149,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC - BRANCH",43770 15TH ST WEST,LANCASTER,93534,19,LOS ANGELES,Open,12/22/08,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196149,"43770 15TH ST WEST, LANCASTER, 93534",,,34.6781742,-118.1560084
406344080,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC - RANCHO CORDOVA",2880 SUNRISE BLVD.,RANCHO CORDOVA,95742,34,SACRAMENTO,Open,8/25/93,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406344080,"2880 SUNRISE BLVD., RANCHO CORDOVA, 95742",,,38.5993092,-121.2663145
406300117,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",3636 BIRCH ST,NEWPORT BEACH,92660,30,ORANGE,Open,6/22/83,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406300117,"3636 BIRCH ST, NEWPORT BEACH, 92660",,,33.6623537,-117.8713605
406134007,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",2344 S 2ND ST,EL CENTRO,92243,13,IMPERIAL,Open,7/28/94,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406134007,"2344 S 2ND ST, EL CENTRO, 92243",,,32.7719426,-115.5463441
406196067,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.  - BRANCH",2549 HUNTINGTON DRIVE,SAN MARINO,91108,19,LOS ANGELES,Open,9/10/98,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196067,"2549 HUNTINGTON DRIVE, SAN MARINO, 91108",,,34.1241503,-118.100976
406524003,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.  - PARENT",618 4TH STREET,CORNING,96021,52,TEHAMA,Open,4/14/93,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406524003,"618 4TH STREET, CORNING, 96021",,,39.929186,-122.181116
406364019,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC. -  PARENT",1455 AUTO CENTER DRIVE,ONTARIO,91761,36,SAN BERNARDINO,Open,12/1/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406364019,"1455 AUTO CENTER DRIVE, ONTARIO, 91761",,,34.0467722,-117.5455488
406196693,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC. - VAN NUYS",16461 SHERMAN WAY,VAN NUYS,91406,19,LOS ANGELES,Open,12/1/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196693,"16461 SHERMAN WAY, VAN NUYS, 91406",,,34.2015325,-118.4918749
406194626,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC. - W. COVINA",750 TERRADO PLAZA,COVINA,91723,19,LOS ANGELES,Open,8/10/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406194626,"750 TERRADO PLAZA, COVINA, 91723",,,34.0760706,-117.8887605
406411910,"ACCENTCARE HOME HEALTH OF THE CALIFORNIA, INC.","1065 E. HILLSDALE BLVD., NO.100",FOSTER CITY,94404,41,SAN MATEO,Open,2/22/07,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406411910,"1065 E. HILLSDALE BLVD., NO.100, FOSTER CITY, 94404",,,37.561116,-122.2710855
406196826,"ACCESS HOME HEALTH CARE, INC.",18780 AMAR RD,WALNUT,91789,19,LOS ANGELES,Open,11/23/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196826,"18780 AMAR RD, WALNUT, 91789",,,34.0277943,-117.8923706
406564206,"ACCESS HOME HEALTH CARE, LLC",600 HAMPSHIRE RD,WESTLAKE VILLAGE,91361,56,VENTURA,Open,1/6/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406564206,"600 HAMPSHIRE RD, WESTLAKE VILLAGE, 91361",,,34.160692,-118.836991
406304479,ACCESSIBLE HOME HEALTH CARE OF SOUTH O C,23151 MOULTON PARKWAY,LAGUNA HILLS,92653,30,ORANGE,Open,10/18/11,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406304479,"23151 MOULTON PARKWAY, LAGUNA HILLS, 92653",,,33.626446,-117.731132
406197363,"ACCLAIM HOME HEALTH, INC.",1111 E. LAS TUNAS DR,SAN GABRIEL,91176,19,LOS ANGELES,Open,2/5/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197363,"1111 E. LAS TUNAS DR, SAN GABRIEL, 91176",,,34.103829,-118.083456
406196579,"ACCORD HOME HEALTH CARE, INC.",6076 BRISTOL PARKWAY,CULVER CITY,90230,19,LOS ANGELES,Open,11/30/11,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196579,"6076 BRISTOL PARKWAY, CULVER CITY, 90230",,,33.9852795,-118.3868365
406196730,ACCORD HOME HEALTH SERVICES,17215 STUDEBAKER RD.,CERRITOS,90703,19,LOS ANGELES,Open,8/24/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196730,"17215 STUDEBAKER RD., CERRITOS, 90703",,,33.8745229,-118.1002027
406196533,ACCREDITED HOME HEALTH SERVICES,10801 NATIONAL BLVD,LOS ANGELES,90064,19,LOS ANGELES,Open,1/4/04,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196533,"10801 NATIONAL BLVD, LOS ANGELES, 90064",,,34.0311483,-118.4204985
406197134,ACCREDITED HOME HEALTH SERVICES - BRANCH,572 E. GREEN STREET,PASADENA,91101,19,LOS ANGELES,Open,11/25/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197134,"572 E. GREEN STREET, PASADENA, 91101",,,34.1444382,-118.1386365
406196667,ACCREDITED HOME HEALTH SERVICES - PARENT,5955 DE SOTO AVENUE,WOODLAND HILLS,91367,19,LOS ANGELES,Open,7/19/05,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196667,"5955 DE SOTO AVENUE, WOODLAND HILLS, 91367",,,34.1785784,-118.5912516
406197854,"ACCREDITED HOSPICE, INC",12509 OXNARD ST,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Open,10/15/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197854,"12509 OXNARD ST, NORTH HOLLYWOOD, 91606",,,34.1794277,-118.4054967
406334067,"ACCREDO HEALTH GROUP, INC.",1831 COMMERCE STREET,CORONA,92880,33,RIVERSIDE,Open,1/16/92,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406334067,"1831 COMMERCE STREET, CORONA, 92880",,,33.8870561,-117.6005591
406074129,"ACCREDO HEALTH GROUP, INC.",3065 RICHMOND PKWY.,RICHMOND,94806,7,CONTRA COSTA,Open,11/16/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406074129,"3065 RICHMOND PKWY., RICHMOND, 94806",,,37.9904818,-122.3295056
406197315,"ACCU-RITE HEALTH SERVICES, INC.",163 W ARROW HIGHWAY,GLENDORA,91740,19,LOS ANGELES,Open,9/17/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197315,"163 W ARROW HIGHWAY, GLENDORA, 91740",,,34.106965,-117.8661194
406196650,"ACCURATE HOME HEALTH CARE, INC.",3360 FLAIR DRIVE,EL MONTE,91731,19,LOS ANGELES,Open,5/1/05,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196650,"3360 FLAIR DRIVE, EL MONTE, 91731",,,34.06918,-118.0708081
406197808,ACCURATE HOSPICE INC.,3925 ROSEMEAD BLVD,ROSEMEAD,91770,19,LOS ANGELES,Open,2/25/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197808,"3925 ROSEMEAD BLVD, ROSEMEAD, 91770",,,34.079287,-118.0734626
406304244,ACCXELL HOME HEALTH AGENCY,370 AMAPOLA AVE,TORRANCE,90501,19,LOS ANGELES,Open,1/21/98,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406304244,"370 AMAPOLA AVE, TORRANCE, 90501",,,33.8458663,-118.3227604
406154184,"ACE 1 HOMEHEALTH SERVICES, INC",2112 24TH ST,BAKERSFIELD,93301,15,KERN,Open,5/21/14,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406154184,"2112 24TH ST, BAKERSFIELD, 93301",,,35.3810453,-119.026339
406196212,"ACE HEALTH SYSTEMS, INC.",3605 LONG BEACH BLVD.,LONG BEACH,90807,19,LOS ANGELES,Open,3/26/01,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196212,"3605 LONG BEACH BLVD., LONG BEACH, 90807",,,33.824688,-118.1898661
406074155,"ACE HOME HEALTH CARE & HOSPICE, INC",85 MORAGA WAY,ORINDA,94563,7,CONTRA COSTA,Open,8/21/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406074155,"85 MORAGA WAY, ORINDA, 94563",,,37.877654,-122.179649
